sequence_ID,avana
LXF-289-311cas9 Rep C p6_Avana-3,0.03815970450715895
LXF-289-311cas9 Rep D p6_Avana-3,0.03014737302897194
A2058-311cas9_RepA_p6_Avana-3,0.03365353191330553
A2058-311cas9_RepB_p6_Avana-3,0.030793164369757448
NCI-H2286-311caa9_RepA_p6_Avana-3,0.05848668389545622
NCI-H2286-311caa9_RepB_p6_Avana-3,0.05643292676033967
MDST8-311Cas9 Rep A p6_Avana-3,0.048920844514043556
MDST8-311Cas9 Rep C p6_Avana-3,0.04053327715983508
MDST8-311Cas9 Rep D p6_Avana-3,0.04953999661003743
PF382-311CAS9_RepA_p6_Avana-3,0.08054657126354933
PF382-311CAS9_RepB_p6_Avana-3,0.0732683282249602
HEC265-311Cas9_RepA_p6_Avana-3,0.07405344610821264
HEC265-311Cas9_RepB_p6_Avana-3,0.07819382760861752
SNU407-311Cas9_RepB_p6_Avana-4,0.021853581691552704
MFE-319-311Cas9_RepA_p6_Avana-3,0.01812299527059506
MFE-319-311Cas9_RepB_p6_Avana-3,0.018069164350086497
JHUEM7-311Cas9_RepA_p5_Avana-3,0.056811578475116566
JHUEM7-311Cas9_RepB_p5_Avana-3,0.04838286374195238
HEC-251-311Cas9_RepA_p5_Avana-3,0.03319412085560881
HEC-251-311Cas9_RepB_p5_Avana-3,0.037891848308110765
MONO-MAC1-311cas9_RepA_p6_Avana-3,0.018553397353523498
MONO-MAC1-311cas9_RepB_p6_Avana-3,0.017001468764877358
NB1643-311Cas9_RepA_p4_Avana-3,0.030735730106872267
NB1643-311Cas9_RepB_p4_Avana-3,0.039241751049788165
UMUC5-311Cas9_RepA_p6_Avana-3,0.018728748503373756
UMUC5-311Cas9_RepB_p6_Avana-3,0.014866635896783503
KARPAS1718-311cas9-RepA-p6_Avana-4,0.017936494044830196
KARPAS1718-311cas9-RepB-p6_Avana-4,0.02132409566414478
MEL202-311cas9_RepA_p6_Avana-3,0.009713254032622676
MEL202-311cas9_RepB_p6_Avana-3,0.03859048804044671
MM127-311cas9_RepA_p5_Avana-3,0.046135203428233504
MM127-311cas9_RepB_p5_Avana-3,0.08963928665387337
RAMOS-311cas9-RepA-p6_Avana-4,0.025954064788373817
RAMOS-311cas9-RepB-p6_Avana-4,0.024577822862881044
TGW-311Cas9-RepA-P6_Avana-4,0.011975346787798612
TGW-311Cas9-RepB-P6_Avana-4,0.012347903523393997
HB11;19-311CAS9_RepA_p6_Avana-3,0.037715507353412975
HB11;19-311CAS9_RepB_p6_Avana-3,0.04113245787972047
ICC108-311cas9-RepA-p4_Avana-3,0.087179315939968
ICC108-311cas9-RepB-p4_Avana-3,0.0890761561601285
ICC2-311cas9_RepA_p6_Avana-3,0.03198332436772665
ICC2-311cas9_RepB_p6_Avana-3,0.04252198052363003
ICC3-311cas9_RepA_p6_Avana-3,49.450744507307206
ICC3-311cas9_RepB_p6_Avana-3,16.09109194153027
SAS-311cas9-RepA-p6_Avana-4,0.020565897914504652
SAS-311cas9-RepB-p6_Avana-4,0.018945229194162257
RVH421RPMI-311Cas9-RepA-p6_Avana-4,0.03232311352262546
RVH421RPMI-311Cas9-RepB-p6_Avana-4,0.027061341773492145
UPMD1-311cas9-RepA-p6_Avana-4,0.02122566031080728
UPMD1-311cas9-RepB-p6_Avana-4,0.021660952757394367
