gene,avana,ky
KANSL2 (54934),0.4668118223317118,-0.3757182045718418
KASH5 (147872),0.12098182971243407,-0.09737344615293847
KCMF1 (56888),0.35117707137513887,-0.28264840869884156
KCNB2 (9312),0.13615329821645178,-0.10958435563371267
KCNK10 (54207),-0.06372313897119472,0.05128821126326645
KCNK18 (338567),-0.1424708264157298,0.1146690819384335
KDELR3 (11015),-0.0686032093107373,0.05521598510797929
KDR (3791),0.04966565587159479,-0.039973904173529536
KHDC3L (154288),-0.03150105703988025,0.025353943552716585
KIN (22944),0.6473218587516691,-0.5210035284356218
KIR2DL1 (3802),-0.1179126730025833,0.09490320441224122
KIT (3815),-0.09407895061760813,0.07572039250739743
KLF5 (688),-0.005415822486476039,0.004358979365035575
KLK12 (43849),0.0192073537007674,-0.015459232396862126
KRAS (3845),-0.05002984138193496,0.040267022555563275
KRT2 (3849),0.12249382015277299,-0.09859038691235708
KRT26 (353288),-0.05518940356981691,0.044419748234027896
KRT33A (3883),0.0,0.0
KRT36 (8689),0.1315895655035242,-0.10591118931911042
KRT38 (8687),0.03284379981213609,-0.026434663619046204
KRT71 (112802),0.0541621190187371,-0.04359292789946956
KRT74 (121391),0.03739949486366792,-0.03010136074078722
KRT76 (51350),-0.03215331405119292,0.025878919188478545
KRT78 (196374),0.017487463000822018,-0.014074961016125532
KRT84 (3890),0.06934070333124417,-0.055809564610493294
KRT86 (3892),0.0,0.0
KRTAP1-1 (81851),-0.019402111506068916,0.015615985181246926
KRTAP10-10 (353333),0.12237593952519524,-0.09849550950002828
KRTAP10-9 (386676),-0.09435745041596624,0.07594454587971364
KRTAP13-1 (140258),-0.14484985188943827,0.11658386459142567
KRTAP13-3 (337960),0.03266974841325169,-0.026294576594760012
KRTAP15-1 (254950),-0.2781799808321345,0.22389596395399342
KRTAP19-3 (337970),0.0,0.0
KRTAP26-1 (388818),-0.06712655378076543,0.05402748400764111
KRTAP4-11 (653240),0.9429388256896853,-0.7589338265676187
KRTAP4-2 (85291),0.47250927540088694,-0.3803038571525548
KRTAP5-1 (387264),-0.001233187253968843,0.0009925432022002546
KSR2 (283455),-0.0002609824543302846,0.00021005436125405092
LAGE3 (8270),0.32865512388430274,-0.26452139205120984
LAS1L (81887),0.49957091288445143,-0.40208468908888473
LBX1 (10660),-0.013194221820805267,0.010619502540603946
LCT (3938),0.05995708841240423,-0.048257067477730356
LGALS14 (56891),-0.10832124379829233,0.08718344585532661
LHX3 (8022),-0.016465601630360042,0.013252505583198475
LIAS (11019),0.124975262901761,-0.10058760114258086
LIM2 (3982),-0.044476502386614575,0.03579736164106755
LMX1B (4010),0.15603667909199165,-0.1255876953221995
LORICRIN (4014),-0.03898412472820253,0.031376766073582744
LPGAT1 (9926),-0.10308468668366777,0.08296875003332024
LRIT2 (340745),0.036487544278740465,-0.029367368112417767
LRPPRC (10128),-0.09484646061730684,0.07633813067357613
LSM4 (25804),1.1073614064243442,-0.8912709994269576
LYL1 (4066),0.022836796181326103,-0.018380425792481173
LYRM4 (57128),0.0014948867053964751,-0.001203174645801434
MAP2K1 (5604),0.07731266366145378,-0.062225877306310004
MAP2K2 (5605),-0.05401349731884499,0.043473308224961406
MAS1 (4142),-0.054114237152430536,0.04355438969632296
MASTL (84930),-0.07567473817289305,0.060907576452851345
MBD3L1 (85509),-0.018027183442496236,0.01450936045850397
MBL2 (4153),-0.0041069901301185666,0.003305552439042411
MC3R (4159),-0.0947990950629824,0.07630000802933709
MCL1 (4170),0.16988488338827987,-0.13673356225580996
MCM10 (55388),0.35530319606284044,-0.28596936177959104
MCM6 (4175),0.6402870532853058,-0.5153414942863324
MDC1 (9656),-0.08214292042699786,0.06611355819345263
MDM2 (4193),-0.09098346695602164,0.07322896125399975
MECOM (2122),0.0016886126431932555,-0.0013590969212151902
MED12 (9968),0.02312787514516429,-0.018614703633037237
MED14 (9282),0.793494749948211,-0.6386522545606736
MED20 (9477),1.0668097730427273,-0.8586326082000744
MED31 (51003),1.0112104452230413,-0.8138829282980737
MED8 (112950),-0.2640791860924846,0.21254679705381868
MEF2D (4209),0.045465351806939766,-0.036593247072890404
MEP1A (4224),0.03816107944867844,-0.030714329777176398
MEPE (56955),-0.009153887245057241,0.007367598496942243
MET (4233),0.13765126252315463,-0.11079000731797349
METTL1 (4234),-0.1362658283649537,0.1096749266589797
MFAP1 (4236),0.8793024764263346,-0.7077154688762768
MICU2 (221154),-0.0051201839571329184,0.0041210317121843
MIS18BP1 (55320),-0.18689752518968114,0.150426358639412
MLLT10 (8028),0.03157678262317541,-0.02541489205237903
MMD2 (221938),-0.0535495621180775,0.04309990529827594
MMP21 (118856),0.11464718688949482,-0.09227494497070535
MMP27 (64066),-0.07509931046767639,0.06044443765918285
MOB4 (25843),0.15221495915827682,-0.12251174547864255
MORC1 (27136),-0.036992133831778545,0.029773492104664182
MPRIP (23164),0.15632749266223334,-0.12582175955804203
MRGPRX1 (259249),-0.1627839747912602,0.13101832433493918
MRGPRX4 (117196),-0.09087340908358255,0.07314038006506314
MRPL16 (54948),-0.28505399983665347,0.22942858749739492
MRPL20 (55052),-0.12821818968645535,0.10319770348107196
MRPL27 (51264),-0.021798461900890912,0.017544711971777444
MRPL37 (51253),0.15806270654945115,-0.12721836396064073
MRPL40 (64976),-0.1416218038239204,0.1139857375401657
MRPL48 (51642),0.08555072868215596,-0.06885636704683099
MRPL9 (65005),0.042898501752501664,-0.03452729191125503
MRPS15 (64960),0.18431437143742743,-0.14834728128211208
MRPS23 (51649),-0.18338060535708542,0.14759573023217554
MRPS30 (10884),0.07021009982129407,-0.05650930714629929
MRPS5 (64969),0.10785098829011305,-0.0868049559654592
MRTO4 (51154),0.226146843362179,-0.1820165683320042
MS4A13 (503497),-0.14662609489768855,0.11801349169600414
MSGN1 (343930),0.035691879314311295,-0.028726969138838182
MSI2 (124540),-0.02251514142170953,0.01812153871423308
MTA3 (57504),0.11826380071630575,-0.09518581309493535
MTNR1B (4544),0.04337262983784444,-0.03490889868392046
MTOR (2475),0.06405694602370934,-0.0515568792370503
MTPAP (55149),-0.09752504259053525,0.0784940143972423
MUC7 (4589),0.03929630978151179,-0.031628031363175546
MYB (4602),-0.1297545264162994,0.10443423959721299
MYBL1 (4603),-0.043600817639552925,0.035092557938167415
MYBPC3 (4607),0.09658968061999815,-0.07774117887898233
MYCN (4613),0.019013470578514165,-0.01530318360995286
MYD88 (4615),-0.021674594290457528,0.01744501587589844
N6AMT1 (29104),-0.25367380922852817,0.20417192451162097
NAA25 (80018),-0.09175305572316991,0.07384837253713161
NAF1 (92345),-0.1815951834934289,0.14615871543322373
NANOGNB (360030),0.21302878883096693,-0.17145836980283274
NARS2 (79731),-0.08125519822947025,0.06539906602710677
NAV3 (89795),-0.041625808334715256,0.03350295177455359
NCAPG (64151),0.06185989223877444,-0.04978855833356441
NCL (4691),0.24458629264215076,-0.1968577451088887
NCR2 (9436),-0.21717119515856564,0.1747924273257086
NDST1 (3340),-0.07897082194156502,0.06356046272616389
NEDD1 (121441),0.4609167169447579,-0.37097346952917554
NEUROD2 (4761),0.09221230686199267,-0.07421800544930633
NEUROD6 (63974),-0.04045768282847367,0.032562774176378304
NFE2L2 (4780),-0.02612396928444079,0.02102614022672591
NFKBIE (4794),0.012378728064420225,-0.009963144163778574
NFS1 (9054),0.04851681121711848,-0.03904924496340979
NIP7 (51388),0.3027814606985263,-0.24369671321317327
NKX2-1 (7080),0.26039811234864363,-0.20958404771507186
NLRP4 (147945),-0.06141344552019164,0.049429231188195484
NLRP8 (126205),-0.007047459562145568,0.00567221892593896
NMS (129521),0.1449936449523398,-0.1166995978887389
NOB1 (28987),0.09689079072080609,-0.07798353038132627
NOL11 (25926),0.3105043026140032,-0.24991252043969478
NOL9 (79707),0.04273381299138615,-0.03439474050043083
NOP10 (55505),0.12139317998378077,-0.09770452556868364
NOP56 (10528),0.6199090877865839,-0.49894008317432725
NOTCH1 (4851),0.028227975334949428,-0.0227195707224593
NOX3 (50508),0.06349554906368435,-0.051105033230196606
NPAT (4863),0.3636584392200092,-0.29269416352538297
NPHP3 (27031),0.12085804958449037,-0.09727382046822386
NPHS2 (7827),0.023681831447731158,-0.01906056095167169
NPVF (64111),-0.018632391193353002,0.014996468022337877
NRAS (4893),0.03604165454760608,-0.0290084892640158
NSA2 (10412),0.7321316880258578,-0.5892635751194866
NSMCE4A (54780),0.05533363135929296,-0.04453583142541032
